ImageId,Label
280,6
281,0
282,9
283,6
284,8
285,8
286,9
287,9
288,9
289,9
290,9
291,8
292,9
293,9
294,9
295,9
296,6
297,8
298,3
299,3
300,8
301,6
302,9
303,8
304,8
305,6
306,3
307,6
308,1
309,9
310,8
311,8
312,8
313,9
314,9
315,0
316,3
317,8
318,8
319,1
320,9
321,8
322,1
323,1
324,9
325,8
326,9
327,9
328,1
329,9
330,7
331,6
332,8
333,1
334,6
335,0
336,9
337,0
338,6
339,6
340,9
341,6
342,2
343,1
344,8
345,6
346,0
347,6
348,8
349,3
350,8
351,6
352,7
353,9
354,8
355,9
356,8
357,9
358,9
359,0
360,9
361,8
362,6
363,3
364,8
365,9
366,2
367,3
368,1
369,1
370,6
371,9
372,8
373,9
374,9
375,7
376,6
377,9
378,8
379,3
380,9
381,6
382,8
383,8
384,9
385,6
386,6
387,8
388,1
389,3
390,9
391,1
392,9
393,9
394,9
395,6
396,1
397,1
398,1
399,9
400,3
401,9
402,9
403,6
404,1
405,1
406,1
407,9
408,8
409,9
410,8
411,8
412,8
413,9
414,1
415,6
416,9
417,1
418,1
419,3
420,8
421,9
422,6
423,6
424,8
425,3
426,1
427,9
428,9
429,9
430,7
431,9
432,8
433,9
434,2
435,6
436,1
437,9
438,9
439,8
440,0
441,9
442,4
443,7
444,9
445,9
446,8
447,1
448,8
449,8
450,9
451,9
452,9
453,6
454,9
455,8
456,9
457,2
458,8
459,9
460,6
461,1
462,7
463,8
464,0
465,8
466,1
467,9
468,9
469,8
470,1
471,1
472,4
473,9
474,8
475,6
476,0
477,1
478,8
479,1
480,0
481,9
482,9
483,1
484,3
485,9
486,9
487,9
488,1
489,8
490,9
491,9
492,9
493,3
494,8
495,6
496,9
497,8
498,3
499,3
500,0
501,6
502,6
503,9
504,0
505,1
506,8
507,9
508,6
509,0
510,6
511,7
512,1
513,9
514,3
515,9
516,8
517,8
518,9
519,8
520,3
521,6
522,9
523,0
524,9
525,9
526,1
527,0
528,1
529,1
530,7
531,0
532,8
533,8
534,8
535,9
536,8
537,6
538,8
539,9
540,1
541,0
542,2
543,9
544,2
545,0
546,8
547,0
548,9
549,2
550,1
551,1
552,8
553,0
554,8
555,0
556,0
557,7
558,8
559,6
560,8
561,8
562,8
563,8
564,1
565,6
566,9
567,5
568,1
569,1
570,9
571,6
572,8
573,8
574,6
575,0
576,6
577,1
578,5
579,6
580,3
581,5
582,1
583,8
584,6
585,9
586,1
587,9
588,6
589,8
590,8
591,1
592,9
593,8
594,8
595,6
596,6
597,6
598,6
599,0
600,0
601,1
602,1
603,9
604,1
605,1
606,2
607,8
608,8
609,6
610,1
611,9
612,4
613,8
614,6
615,8
616,4
617,7
618,0
619,0
620,9
621,1
622,8
623,9
624,9
625,0
626,9
627,1
628,3
629,2
630,6
631,6
632,1
633,8
634,6
635,1
636,9
637,9
638,7
639,8
640,8
641,0
642,9
643,9
644,6
645,9
646,7
647,8
648,9
649,1
650,8
651,9
652,9
653,6
654,0
655,8
656,3
657,5
658,9
659,3
660,7
661,6
662,3
663,8
664,0
665,0
666,8
667,1
668,8
669,3
670,6
671,3
672,9
673,8
674,3
675,8
676,7
677,7
678,2
679,6
680,0
681,6
682,9
683,8
684,1
685,1
686,3
687,6
688,6
689,9
690,9
691,8
692,6
693,0
694,1
695,9
696,9
697,8
698,9
699,8
700,8
701,9
702,0
703,9
704,0
705,6
706,0
707,8
708,9
709,6
710,8
711,6
712,8
713,1
714,8
715,3
716,6
717,2
718,8
719,7
720,8
721,9
722,3
723,1
724,0
725,1
726,6
727,6
728,9
729,8
730,8
731,9
732,1
733,3
734,6
735,8
736,9
737,1
738,6
739,1
740,8
741,9
742,8
743,8
744,9
745,3
746,9
747,8
748,9
749,9
750,6
751,6
752,9
753,9
754,8
755,5
756,6
757,7
758,1
759,1
760,9
761,8
762,0
763,8
764,0
765,9
766,0
767,0
768,8
769,1
770,8
771,6
772,6
773,0
774,1
775,8
776,3
777,6
778,6
779,3
780,1
781,1
782,6
783,9
784,8
785,3
786,8
787,5
788,9
789,8
790,8
791,1
792,0
793,9
794,0
795,6
796,3
797,1
798,6
799,9
800,9
801,1
802,1
803,3
804,3
805,1
806,9
807,9
808,6
809,9
810,1
811,8
812,9
813,7
814,1
815,6
816,9
817,0
818,9
819,9
820,5
821,8
822,0
823,5
824,0
825,1
826,9
827,0
828,4
829,9
830,2
831,1
832,8
833,8
834,9
835,3
836,9
837,6
838,1
839,8
840,6
841,8
842,9
843,0
844,8
845,8
846,6
847,7
848,2
849,8
850,8
851,9
852,9
853,9
854,8
855,6
856,9
857,1
858,3
859,9
860,8
861,0
862,9
863,1
864,8
865,8
866,3
867,6
868,9
869,8
870,3
871,4
872,8
873,8
874,3
875,8
876,8
877,1
878,1
879,0
880,1
881,9
882,9
883,1
884,1
885,8
886,9
887,1
888,5
889,8
890,9
891,1
892,9
893,6
894,0
895,8
896,6
897,9
898,9
899,1
900,1
901,8
902,0
903,8
904,9
905,9
906,9
907,9
908,3
909,2
910,9
911,2
912,6
913,9
914,3
915,1
916,6
917,8
918,6
919,1
920,0
921,1
922,1
923,5
924,9
925,4
926,7
927,9
928,6
929,6
930,8
931,3
932,2
933,1
934,8
935,8
936,0
937,9
938,7
939,9
940,5
941,6
942,2
943,6
944,1
945,0
946,9
947,3
948,3
949,9
950,8
951,6
952,9
953,8
954,8
955,3
956,6
957,8
958,6
959,6
960,2
961,9
962,9
963,9
964,0
965,9
966,8
967,1
968,8
969,8
970,0
971,3
972,6
973,4
974,6
975,7
976,0
977,8
978,0
979,9
980,6
981,8
982,1
983,9
984,9
985,9
986,7
987,0
988,8
989,6
990,6
991,1
992,9
993,0
994,6
995,1
996,3
997,6
998,2
999,8
1000,9
1001,0
1002,9
1003,0
1004,9
1005,1
1006,8
1007,4
1008,6
1009,6
1010,9
1011,2
1012,6
1013,3
1014,9
1015,3
1016,9
1017,2
1018,8
1019,8
1020,3
1021,8
1022,9
1023,9
1024,6
1025,6
1026,6
1027,1
1028,8
1029,8
1030,1
1031,9
1032,1
1033,8
1034,9
1035,9
1036,8
1037,8
1038,1
1039,0
1040,0
1041,1
1042,6
1043,1
1044,9
1045,2
1046,6
1047,4
1048,9
1049,8
1050,6
1051,2
1052,6
1053,6
1054,8
1055,9
1056,1
1057,1
1058,8
1059,6
1060,3
1061,0
1062,0
1063,6
1064,0
1065,9
1066,8
1067,9
1068,0
1069,8
1070,9
1071,8
1072,8
1073,9
1074,6
1075,9
1076,2
1077,6
1078,1
1079,8
1080,9
1081,8
1082,0
1083,8
1084,3
1085,9
1086,9
1087,6
1088,6
1089,3
1090,1
1091,3
1092,1
1093,0
1094,1
1095,9
1096,6
1097,0
1098,8
1099,8
1100,3
1101,8
1102,6
1103,9
1104,1
1105,9
1106,3
1107,0
1108,6
1109,9
1110,6
1111,7
1112,2
1113,0
1114,1
1115,0
1116,8
1117,0
1118,6
1119,6
1120,9
1121,1
1122,8
1123,6
1124,1
1125,6
1126,3
1127,8
1128,6
1129,1
1130,6
1131,0
1132,8
1133,8
1134,0
1135,9
1136,6
1137,1
1138,8
1139,9
1140,9
1141,6
1142,0
1143,1
1144,1
1145,2
1146,1
1147,9
1148,8
1149,8
1150,3
1151,6
1152,7
1153,8
1154,8
1155,7
1156,9
1157,3
1158,1
1159,8
1160,8
1161,9
1162,1
1163,9
1164,0
1165,6
1166,9
1167,8
1168,6
1169,9
1170,8
1171,1
1172,8
1173,9
1174,8
1175,8
1176,6
1177,8
1178,9
1179,6
1180,8
1181,8
1182,4
1183,9
1184,9
1185,0
1186,9
1187,0
1188,8
1189,0
1190,9
1191,7
1192,3
1193,8
1194,1
1195,8
1196,9
1197,8
1198,0
1199,4
1200,4
1201,6
1202,9
1203,8
1204,8
1205,1
1206,9
1207,9
1208,6
1209,9
1210,0
1211,6
1212,7
1213,8
1214,9
1215,1
1216,9
1217,6
1218,9
1219,9
1220,2
1221,0
1222,0
1223,8
1224,0
1225,8
1226,9
1227,9
1228,9
1229,9
1230,8
1231,9
1232,6
1233,0
1234,8
1235,8
1236,6
1237,9
1238,8
1239,9
1240,9
1241,9
1242,8
1243,7
1244,8
1245,2
1246,8
1247,9
1248,4
1249,8
1250,8
1251,6
1252,6
1253,0
1254,1
1255,8
1256,6
1257,7
1258,6
1259,8
1260,0
1261,1
1262,9
1263,8
1264,2
1265,8
1266,6
1267,9
1268,9
1269,8
1270,1
1271,1
1272,6
1273,1
1274,8
1275,0
1276,9
1277,0
1278,8
1279,9
1280,6
1281,1
1282,8
1283,9
1284,0
1285,7
1286,1
1287,0
1288,2
1289,3
1290,1
1291,9
1292,8
1293,6
1294,6
1295,0
1296,9
1297,8
1298,6
1299,8
1300,6
1301,6
1302,6
1303,1
1304,1
1305,9
1306,0
1307,9
1308,8
1309,0
1310,9
1311,6
1312,9
1313,9
1314,8
1315,9
1316,6
1317,2
1318,4
1319,9
1320,8
1321,9
1322,1
1323,8
1324,1
1325,1
1326,0
1327,9
1328,6
1329,8
1330,1
1331,8
1332,0
1333,3
1334,1
1335,9
1336,1
1337,9
1338,6
1339,8
1340,6
1341,8
1342,9
1343,1
1344,8
1345,1
1346,0
1347,8
1348,6
1349,1
1350,8
1351,3
1352,6
1353,9
1354,6
1355,3
1356,2
1357,9
1358,8
1359,1
1360,8
1361,9
1362,8
1363,9
1364,3
1365,1
1366,9
1367,6
1368,8
1369,2
1370,1
1371,6
1372,7
1373,6
1374,1
1375,1
1376,0
1377,8
1378,0
1379,9
1380,1
1381,7
1382,8
1383,0
1384,9
1385,7
1386,8
1387,9
1388,9
1389,9
1390,9
1391,8
1392,1
1393,9
1394,9
1395,9
1396,9
1397,9
1398,6
1399,7
1400,9
1401,1
1402,8
1403,9
1404,8
1405,9
1406,8
1407,9
1408,9
1409,6
1410,8
1411,9
1412,1
1413,8
1414,1
1415,9
1416,8
1417,9
1418,8
1419,1
1420,9
1421,9
1422,2
1423,0
1424,6
1425,8
1426,1
1427,8
1428,0
1429,8
1430,9
1431,4
1432,7
1433,1
1434,9
1435,6
1436,8
1437,9
1438,8
1439,9
1440,9
1441,6
1442,8
1443,2
1444,9
1445,9
1446,8
1447,0
1448,6
1449,9
1450,0
1451,9
1452,9
1453,7
1454,0
1455,9
1456,0
1457,9
1458,9
1459,0
1460,1
1461,5
1462,4
1463,3
1464,6
1465,6
1466,8
1467,8
1468,1
1469,9
1470,6
1471,1
1472,0
1473,6
1474,8
1475,9
1476,3
1477,2
1478,9
1479,4
1480,1
1481,8
1482,9
1483,6
1484,8
1485,7
1486,0
1487,9
1488,8
1489,9
1490,6
1491,7
1492,8
1493,8
1494,9
1495,8
1496,0
1497,1
1498,6
1499,0
1500,1
1501,0
1502,1
1503,1
1504,3
1505,8
1506,6
1507,0
1508,1
1509,3
1510,8
1511,9
1512,8
1513,6
1514,9
1515,8
1516,1
1517,1
1518,9
1519,9
1520,9
1521,8
1522,9
1523,9
1524,1
1525,1
1526,9
1527,9
1528,8
1529,8
1530,8
1531,7
1532,1
1533,8
1534,9
1535,0
1536,8
1537,0
1538,9
1539,0
1540,0
1541,9
1542,1
1543,1
1544,8
1545,0
1546,9
1547,9
1548,7
1549,9
1550,9
1551,6
1552,8
1553,1
1554,9
1555,2
1556,7
1557,9
1558,8
1559,8
1560,0
1561,8
1562,9
1563,5
1564,7
1565,1
1566,0
1567,1
1568,9
1569,9
1570,6
1571,8
1572,0
1573,8
1574,9
1575,8
1576,8
1577,6
1578,1
1579,9
1580,2
1581,9
1582,8
1583,5
1584,1
1585,6
1586,6
1587,6
1588,8
1589,8
1590,8
1591,3
1592,6
1593,8
1594,9
1595,0
1596,9
1597,1
1598,1
1599,3
1600,9
1601,8
1602,7
1603,7
1604,6
1605,2
1606,0
1607,3
1608,6
1609,1
1610,1
1611,8
1612,9
1613,6
1614,3
1615,1
1616,9
1617,3
1618,0
1619,1
1620,1
1621,8
1622,6
1623,1
1624,9
1625,9
1626,8
1627,9
1628,6
1629,6
1630,8
1631,8
1632,9
1633,6
1634,6
1635,1
1636,0
1637,7
1638,8
1639,8
1640,8
1641,8
1642,7
1643,7
1644,9
1645,1
1646,4
1647,6
1648,1
1649,0
1650,0
1651,1
1652,7
1653,9
1654,8
1655,8
1656,9
1657,8
1658,6
1659,9
1660,1
1661,1
1662,8
1663,8
1664,1
1665,1
1666,8
1667,6
1668,6
1669,8
1670,8
1671,8
1672,8
1673,4
1674,8
1675,9
1676,8
1677,6
1678,6
1679,1
1680,8
1681,3
1682,0
1683,6
1684,3
1685,9
1686,6
1687,1
1688,8
1689,8
1690,7
1691,9
1692,8
1693,6
1694,6
1695,1
1696,7
1697,9
1698,8
1699,9
1700,0
1701,6
1702,8
1703,0
1704,9
1705,8
1706,3
1707,2
1708,1
1709,0
1710,9
1711,9
1712,1
1713,8
1714,9
1715,9
1716,9
1717,7
1718,0
1719,3
1720,1
1721,8
1722,8
1723,6
1724,6
1725,8
1726,2
1727,1
1728,6
1729,6
1730,9
1731,8
1732,6
1733,1
1734,9
1735,3
1736,0
1737,8
1738,8
1739,1
1740,0
1741,0
1742,8
1743,3
1744,9
1745,8
1746,9
1747,1
1748,0
1749,0
1750,8
1751,7
1752,1
1753,6
1754,9
1755,3
1756,9
1757,0
1758,3
1759,1
1760,0
1761,8
1762,6
1763,9
1764,9
1765,1
1766,1
1767,8
1768,8
1769,1
1770,1
1771,8
1772,2
1773,6
1774,8
1775,3
1776,8
1777,8
1778,2
1779,9
1780,9
1781,1
1782,8
1783,7
1784,0
1785,6
1786,6
1787,6
1788,6
1789,2
1790,2
1791,9
1792,1
1793,9
1794,6
1795,9
1796,6
1797,2
1798,6
1799,0
1800,8
1801,0
1802,0
1803,6
1804,0
1805,8
1806,9
1807,4
1808,8
1809,6
1810,9
1811,8
1812,6
1813,0
1814,8
1815,1
1816,8
1817,0
1818,6
1819,9
1820,8
1821,9
1822,1
1823,1
1824,8
1825,9
1826,9
1827,8
1828,0
1829,9
1830,8
1831,9
1832,6
1833,8
1834,8
1835,1
1836,0
1837,0
1838,9
1839,0
1840,6
1841,6
1842,6
1843,4
1844,3
1845,0
1846,6
1847,7
1848,1
1849,8
1850,8
1851,8
1852,1
1853,1
1854,9
1855,9
1856,9
1857,3
1858,6
1859,8
1860,9
1861,8
1862,1
1863,6
1864,9
1865,8
1866,3
1867,1
1868,9
1869,8
1870,1
1871,9
1872,8
1873,2
1874,6
1875,9
1876,0
1877,0
1878,9
1879,2
1880,9
1881,8
1882,9
1883,9
1884,9
1885,0
1886,9
1887,1
1888,8
1889,9
1890,6
1891,9
1892,9
1893,6
1894,5
1895,0
1896,1
1897,1
1898,6
1899,8
1900,4
1901,6
1902,0
1903,0
1904,8
1905,9
1906,9
1907,4
1908,8
1909,9
1910,9
1911,1
1912,0
1913,6
1914,9
1915,1
1916,7
1917,9
1918,0
1919,8
1920,9
1921,3
1922,6
1923,9
1924,2
1925,9
1926,6
1927,1
1928,8
1929,6
1930,4
1931,3
1932,8
1933,6
1934,8
1935,6
1936,1
1937,1
1938,0
1939,9
1940,8
1941,9
1942,7
1943,0
1944,9
1945,6
1946,9
1947,8
1948,6
1949,6
1950,0
1951,9
1952,4
1953,8
1954,1
1955,7
1956,9
1957,8
1958,8
1959,8
1960,8
1961,5
1962,8
1963,6
1964,9
1965,1
1966,6
1967,1
1968,9
1969,8
1970,0
1971,9
1972,9
1973,9
1974,8
1975,8
1976,9
1977,0
1978,9
1979,8
1980,0
1981,9
1982,8
1983,6
1984,8
1985,0
1986,2
1987,0
1988,1
1989,7
1990,8
1991,9
1992,1
1993,9
1994,9
1995,6
1996,2
1997,0
1998,9
1999,1
2000,9
2001,9
2002,6
2003,1
2004,6
2005,7
2006,6
2007,9
2008,9
2009,7
2010,1
2011,1
2012,9
2013,1
2014,6
2015,6
2016,9
2017,0
2018,8
2019,8
2020,9
2021,6
2022,9
2023,6
2024,6
2025,8
2026,6
2027,3
2028,8
2029,6
2030,9
2031,6
2032,8
2033,8
2034,9
2035,8
2036,8
2037,6
2038,9
2039,2
2040,2
2041,9
2042,9
2043,1
2044,6
2045,9
2046,6
2047,9
2048,0
2049,2
2050,9
2051,0
2052,9
2053,8
2054,1
2055,8
2056,8
2057,9
2058,3
2059,3
2060,5
2061,7
2062,0
2063,7
2064,0
2065,8
2066,8
2067,3
2068,9
2069,1
2070,9
2071,9
2072,8
2073,6
2074,9
2075,6
2076,1
2077,9
2078,0
2079,0
2080,8
2081,2
2082,1
2083,6
2084,8
2085,8
2086,2
2087,0
2088,3
2089,8
2090,8
2091,9
2092,0
2093,8
2094,3
2095,9
2096,6
2097,2
2098,8
2099,9
2100,3
2101,9
2102,9
2103,9
2104,3
2105,6
2106,6
2107,9
2108,8
2109,8
2110,0
2111,6
2112,9
2113,6
2114,6
2115,6
2116,9
2117,0
2118,6
2119,2
2120,1
2121,9
2122,8
2123,8
2124,7
2125,8
2126,6
2127,8
2128,0
2129,6
2130,8
2131,0
2132,9
2133,9
2134,8
2135,9
2136,6
2137,8
2138,1
2139,9
2140,6
2141,6
2142,1
2143,8
2144,6
2145,8
2146,3
2147,6
2148,1
2149,1
2150,8
2151,8
2152,0
2153,6
2154,6
2155,8
2156,0
2157,8
2158,0
2159,0
2160,8
2161,9
2162,1
2163,8
2164,9
2165,8
2166,8
2167,6
2168,1
2169,6
2170,8
2171,9
2172,0
2173,8
2174,0
2175,7
2176,9
2177,0
2178,2
2179,9
2180,9
2181,4
2182,6
2183,0
2184,9
2185,6
2186,8
2187,9
2188,1
2189,9
2190,9
2191,9
2192,9
2193,6
2194,7
2195,8
2196,8
2197,0
2198,9
2199,8
2200,8
2201,1
2202,9
2203,1
2204,6
2205,8
2206,0
2207,3
2208,6
2209,1
2210,9
2211,0
2212,4
2213,2
2214,1
2215,6
2216,6
2217,9
2218,9
2219,9
2220,8
2221,1
2222,8
2223,8
2224,8
2225,0
2226,1
2227,2
2228,6
2229,1
2230,1
2231,8
2232,8
2233,8
2234,1
2235,1
2236,9
2237,9
2238,4
2239,8
2240,0
2241,8
2242,9
2243,1
2244,8
2245,9
2246,9
2247,6
2248,6
2249,6
2250,3
2251,9
2252,0
2253,3
2254,6
2255,9
2256,1
2257,0
2258,6
2259,0
2260,6
2261,0
2262,9
2263,0
2264,0
2265,1
2266,8
2267,0
2268,9
2269,2
2270,0
2271,1
2272,8
2273,3
2274,9
2275,9
2276,7
2277,6
2278,8
2279,8
2280,9
2281,9
2282,0
2283,9
2284,8
2285,6
2286,6
2287,8
2288,6
2289,9
2290,6
2291,8
2292,9
2293,8
2294,1
2295,9
2296,3
2297,6
2298,6
2299,8
2300,9
2301,2
2302,2
2303,0
2304,3
2305,4
2306,0
2307,3
2308,3
2309,1
2310,6
2311,9
2312,8
2313,9
2314,9
2315,0
2316,1
2317,6
2318,5
2319,1
2320,0
2321,6
2322,9
2323,2
2324,8
2325,9
2326,0
2327,6
2328,6
2329,8
2330,0
2331,8
2332,8
2333,8
2334,9
2335,8
2336,9
2337,8
2338,8
2339,9
2340,9
2341,9
2342,6
2343,9
2344,8
2345,6
2346,9
2347,9
2348,6
2349,6
2350,6
2351,9
2352,8
2353,9
2354,9
2355,4
2356,1
2357,9
2358,8
2359,1
2360,6
2361,0
2362,8
2363,6
2364,9
2365,1
2366,4
2367,0
2368,4
2369,0
2370,9
2371,0
2372,2
2373,4
2374,6
2375,1
2376,1
2377,6
2378,9
2379,6
2380,7
2381,5
2382,8
2383,6
2384,6
2385,8
2386,6
2387,8
2388,9
2389,8
2390,8
2391,9
2392,0
2393,0
2394,7
2395,7
2396,1
2397,6
2398,0
2399,9
2400,1
2401,9
2402,8
2403,6
2404,1
2405,9
2406,6
2407,1
2408,4
2409,8
2410,9
2411,9
2412,0
2413,1
2414,7
2415,8
2416,9
2417,9
2418,9
2419,3
2420,0
2421,8
2422,8
2423,0
2424,0
2425,8
2426,9
2427,9
2428,9
2429,9
2430,8
2431,8
2432,0
2433,0
2434,3
2435,3
2436,3
2437,8
2438,9
2439,0
2440,1
2441,9
2442,0
2443,9
2444,9
2445,3
2446,3
2447,3
2448,4
2449,4
2450,1
2451,0
2452,8
2453,3
2454,8
2455,8
2456,6
2457,9
2458,1
2459,9
2460,8
2461,7
2462,0
2463,3
2464,8
2465,9
2466,1
2467,0
2468,0
2469,6
2470,9
2471,9
2472,3
2473,1
2474,9
2475,6
2476,3
2477,3
2478,9
2479,0
2480,2
2481,1
2482,3
2483,9
2484,9
2485,1
2486,4
2487,9
2488,1
2489,9
2490,6
2491,1
2492,8
2493,6
2494,6
2495,9
2496,0
2497,9
2498,8
2499,3
2500,9
2501,3
2502,7
2503,6
2504,9
2505,1
2506,6
2507,0
2508,9
2509,1
2510,8
2511,4
2512,2
2513,1
2514,0
2515,6
2516,9
2517,2
2518,6
2519,6
2520,6
2521,0
2522,8
2523,0
2524,0
2525,8
2526,6
2527,3
2528,9
2529,0
2530,6
2531,6
2532,4
2533,1
2534,8
2535,9
2536,8
2537,9
2538,0
2539,8
2540,1
2541,1
2542,8
2543,0
2544,1
2545,1
2546,8
2547,0
2548,6
2549,9
2550,9
2551,8
2552,6
2553,8
2554,8
2555,8
2556,2
2557,9
2558,3
2559,6
2560,9
2561,8
2562,8
2563,9
2564,1
2565,3
2566,6
2567,0
2568,9
2569,9
2570,9
2571,6
2572,8
2573,6
2574,6
2575,1
2576,0
2577,8
2578,9
2579,0
2580,1
2581,8
2582,9
2583,6
2584,3
2585,6
2586,7
2587,8
2588,6
2589,6
2590,3
2591,9
2592,3
2593,8
2594,9
2595,0
2596,8
2597,1
2598,6
2599,9
2600,0
2601,6
2602,9
2603,8
2604,8
2605,9
2606,9
2607,0
2608,1
2609,6
2610,7
2611,9
2612,1
2613,4
2614,6
2615,9
2616,9
2617,6
2618,1
2619,3
2620,3
2621,8
2622,8
2623,1
2624,6
2625,4
2626,1
2627,9
2628,9
2629,6
2630,0
2631,6
2632,8
2633,8
2634,9
2635,9
2636,9
2637,9
2638,8
2639,2
2640,8
2641,1
2642,6
2643,8
2644,8
2645,7
2646,6
2647,8
2648,9
2649,9
2650,8
2651,1
2652,0
2653,8
2654,9
2655,0
2656,9
2657,8
2658,9
2659,0
2660,9
2661,8
2662,9
2663,0
2664,8
2665,6
2666,7
2667,9
2668,9
2669,7
2670,0
2671,2
2672,8
2673,9
2674,8
2675,9
2676,6
2677,9
2678,3
2679,2
2680,6
2681,6
2682,1
2683,8
2684,6
2685,9
2686,9
2687,1
2688,9
2689,1
2690,3
2691,6
2692,8
2693,9
2694,0
2695,9
2696,0
2697,1
2698,9
2699,9
2700,9
2701,9
2702,8
2703,9
2704,0
2705,8
2706,1
2707,9
2708,0
2709,6
2710,9
2711,9
2712,1
2713,0
2714,0
2715,1
2716,6
2717,9
2718,1
2719,6
2720,7
2721,6
2722,9
2723,6
2724,9
2725,8
2726,8
2727,6
2728,8
2729,1
2730,6
2731,6
2732,6
2733,9
2734,9
2735,1
2736,6
2737,9
2738,8
2739,8
2740,3
2741,9
2742,9
2743,8
2744,9
2745,4
2746,9
2747,0
2748,4
2749,0
2750,0
2751,9
2752,8
2753,1
2754,9
2755,6
2756,8
2757,0
2758,0
2759,2
2760,8
2761,9
2762,9
2763,1
2764,1
2765,1
2766,1
2767,8
2768,6
2769,8
2770,1
2771,0
2772,3
2773,9
2774,8
2775,0
2776,7
2777,8
2778,0
2779,6
2780,1
2781,8
2782,3
2783,1
2784,8
2785,3
2786,2
2787,6
2788,1
2789,9
2790,9
2791,9
2792,6
2793,9
2794,0
2795,1
2796,9
2797,6
2798,3
2799,9
2800,6
2801,9
2802,6
2803,4
2804,0
2805,8
2806,2
2807,0
2808,8
2809,6
2810,9
2811,9
2812,1
2813,9
2814,6
2815,9
2816,8
2817,1
2818,8
2819,1
2820,1
2821,9
2822,9
2823,0
2824,1
2825,6
2826,8
2827,6
2828,1
2829,9
2830,3
2831,9
2832,6
2833,9
2834,6
2835,6
2836,6
2837,8
2838,5
2839,5
2840,9
2841,8
2842,6
2843,1
2844,1
2845,6
2846,1
2847,2
2848,1
2849,9
2850,6
2851,7
2852,9
2853,7
2854,1
2855,0
2856,6
2857,9
2858,6
2859,9
2860,3
2861,3
2862,9
2863,9
2864,8
2865,1
2866,6
2867,0
2868,8
2869,1
2870,8
2871,1
2872,6
2873,9
2874,6
2875,7
2876,0
2877,8
2878,0
2879,8
2880,1
2881,9
2882,9
2883,3
2884,1
2885,9
2886,0
2887,9
2888,6
2889,8
2890,0
2891,9
2892,6
2893,0
2894,8
2895,9
2896,9
2897,9
2898,3
2899,1
2900,3
2901,6
2902,8
2903,1
2904,1
2905,8
2906,0
2907,0
2908,9
2909,1
2910,9
2911,1
2912,6
2913,0
2914,6
2915,9
2916,6
2917,4
2918,6
2919,9
2920,6
2921,6
2922,9
2923,9
2924,9
2925,9
2926,2
2927,9
2928,9
2929,0
2930,5
2931,1
2932,7
2933,9
2934,8
2935,7
2936,8
2937,9
2938,3
2939,8
2940,6
2941,1
2942,9
2943,7
2944,9
2945,9
2946,8
2947,9
2948,9
2949,9
2950,9
2951,9
2952,8
2953,8
2954,9
2955,8
2956,0
2957,9
2958,6
2959,1
2960,8
2961,8
2962,2
2963,9
2964,0
2965,8
2966,6
2967,9
2968,8
2969,8
2970,8
2971,6
2972,6
2973,9
2974,7
2975,9
2976,8
2977,1
2978,1
2979,1
2980,8
2981,0
2982,6
2983,1
2984,9
2985,0
2986,9
2987,9
2988,8
2989,9
2990,9
2991,3
2992,1
2993,8
2994,9
2995,1
2996,8
